iter	RMSE
907	0.9532003756
908	0.9530139959
909	0.9527544693
910	0.9525269824
911	0.9523873575
912	0.9521184039
913	0.9519407248
914	0.9517564841
915	0.9515845729
916	0.9512561547
917	0.9510392293
918	0.9507625667
919	0.9505472522
920	0.9503305411
921	0.9500379464
922	0.9497618476
923	0.9495132851
924	0.949261083
925	0.9490082263
926	0.9487377559
927	0.9485050566
928	0.9481564746
929	0.9479217225
930	0.9477565235
931	0.9474631489
932	0.9471788791
933	0.9468455277
934	0.9466653645
935	0.9463677386
936	0.9461716696
937	0.9459513448
938	0.9456584325
939	0.9454497864
940	0.9451717209
941	0.9448787074
942	0.9446315764
943	0.9443527307
944	0.9441889415
945	0.943892667
946	0.9436699854
947	0.9433969292
948	0.943147709
949	0.9428202015
950	0.9426372061
951	0.9424410889
952	0.9422546437
953	0.9420531582
954	0.9418441403
955	0.9415557832
956	0.9413861492
957	0.9412232306
958	0.9410388263
959	0.9408081203
960	0.9405883487
961	0.9403856777
962	0.9401938002
963	0.9400060011
964	0.9397889561
965	0.93959597
966	0.9394300028
967	0.9393081909
968	0.9390883353
969	0.9388496115
970	0.9386294455
971	0.9382265956
972	0.9379742641
973	0.937710631
974	0.9374613806
975	0.9371827926
976	0.9369185125
977	0.9366880737
978	0.9365156585
979	0.9363560752
980	0.9361561746
981	0.9358668842
982	0.9356684195
983	0.9354895786
984	0.9353546786
985	0.9350704727
986	0.9348382982
987	0.9344992619
988	0.9340975342
989	0.933767998
990	0.9335744959
991	0.9333950216
992	0.9331228032
993	0.9330050366
994	0.9326830441
995	0.9324768186
996	0.9322289225
997	0.9320161622
998	0.9318392721
999	0.9316019477
1000	0.9313584771
1001	0.9311198286
1002	0.9309469332
1003	0.9308424408
1004	0.9306134999
1005	0.9305007924
1006	0.9302929749
1007	0.9301129057
1008	0.9299906897
1009	0.9297705101
1010	0.9294962534
1011	0.9292941558
1012	0.9290270205
1013	0.9288173743
1014	0.9285591216
1015	0.9283253644
1016	0.9281889529
1017	0.9280073679
1018	0.927790674
1019	0.9277048956
1020	0.9275905579
1021	0.9273663232
1022	0.9270813523
1023	0.926894616
1024	0.9267134118
1025	0.9265556635
1026	0.9264189443
1027	0.926285229
1028	0.9260416991
1029	0.9259019291
1030	0.9256787688
1031	0.9253573819
1032	0.9251718501
1033	0.925048375
1034	0.9249107078
1035	0.9246533196
1036	0.9242713279
1037	0.9240844369
1038	0.9239147335
1039	0.9237698251
1040	0.9235352951
1041	0.9232763922
1042	0.9230992926
1043	0.9228778946
1044	0.9227641506
1045	0.9226309687
1046	0.9224091352
1047	0.9221987243
1048	0.9220301696
1049	0.9217930551
1050	0.9215435923
1051	0.9213701932
1052	0.9212122421
1053	0.921043471
1054	0.9208080323
1055	0.9205647204
1056	0.9203909114
1057	0.9201952506
1058	0.9198304261
1059	0.919685634
1060	0.9195274451
1061	0.9193341475
1062	0.9192004619
1063	0.9188836984
1064	0.9186934683
1065	0.918512595
1066	0.9183431305
1067	0.9180921547
1068	0.9179811953
1069	0.9178198658
1070	0.9175928746
1071	0.9174149168
1072	0.9172486959
1073	0.9170509568
1074	0.9168414871
1075	0.9165902634
1076	0.9163621721
1077	0.9161754302
1078	0.9159550801
1079	0.9157509362
1080	0.9154970189
1081	0.9152878927
1082	0.9150905196
1083	0.9147601565
1084	0.9146269446
1085	0.9144176583
1086	0.9142915397
1087	0.9140944857
1088	0.9139663337
1089	0.9137479668
1090	0.9136105377
1091	0.9134367416
1092	0.9133200513
1093	0.913146409
1094	0.912958375
1095	0.9126747599
1096	0.9125622816
1097	0.9124348866
1098	0.9122680673
1099	0.9120977606
1100	0.9119298151
1101	0.9117572799
1102	0.9116168927
1103	0.9113800106
1104	0.9111609132
1105	0.9110025881
1106	0.9108786213
1107	0.9107368647
1108	0.9105577425
1109	0.9104133085
1110	0.9102107297
1111	0.9100180446
1112	0.9098171978
1113	0.9096115261
1114	0.9094214414
1115	0.9092021017
1116	0.9089375686
1117	0.9087419301
1118	0.9085769432
1119	0.9083821469
1120	0.9082256806
1121	0.907991242
1122	0.9077581661
1123	0.907668583
1124	0.9074339082
1125	0.9073007601
1126	0.9072080761
1127	0.9069804385
1128	0.9066367677
1129	0.9064824082
1130	0.9063024405
1131	0.9058975399
1132	0.9057671369
1133	0.905533227
1134	0.9053702595
1135	0.9052605264
1136	0.9050593527
1137	0.9048927862
1138	0.9045707816
1139	0.904495191
1140	0.9041460551
1141	0.9039568034
1142	0.9037920307
1143	0.9035344945
1144	0.9033665143
1145	0.9032431368
1146	0.9031200189
1147	0.9029474488
1148	0.9027718832
1149	0.9026502967
1150	0.9025236473
1151	0.9022944585
1152	0.902142969
1153	0.9018748888
1154	0.9016179435
1155	0.9014302653
1156	0.9012383168
1157	0.9010143985
1158	0.9008818239
1159	0.9007501577
1160	0.9006220145
1161	0.9004833758
1162	0.9001862367
1163	0.8999906257
1164	0.8998263337
1165	0.8997229323
1166	0.8996419766
1167	0.8994563539
1168	0.8993324904
1169	0.8991698118
1170	0.8989172301
1171	0.8987782402
1172	0.898515236
1173	0.8984022907
1174	0.8982223864
1175	0.8980902499
1176	0.8978436994
1177	0.8976399548
1178	0.8973779563
1179	0.8972781112
1180	0.8969897106
1181	0.8968555774
1182	0.8967723962
1183	0.8966373654
1184	0.8964129645
1185	0.8962488881
1186	0.8960736079
1187	0.8959487852
1188	0.8958518124
1189	0.8956672385
1190	0.8955510871
1191	0.8953949208
1192	0.8953197004
1193	0.8952304806
1194	0.8950814333
1195	0.8949248913
1196	0.894772616
1197	0.8945702607
1198	0.8944407684
1199	0.8942317228
1200	0.8940599891
1201	0.8938172683
1202	0.8936050319
1203	0.8932887868
1204	0.8931053834
1205	0.8927569429
1206	0.8925613312
1207	0.8924143231
1208	0.8922728891
1209	0.8921240169
1210	0.8919177682
1211	0.8917236147
1212	0.891483398
1213	0.8912362373
1214	0.8909881627
1215	0.8907568933
1216	0.890524389
1217	0.890290583
1218	0.8902300396
1219	0.8900210456
1220	0.8898602162
1221	0.8897582137
1222	0.8895055377
1223	0.8892803404
1224	0.8890454511
1225	0.8889034484
1226	0.8887578695
1227	0.8884855885
1228	0.8883152668
1229	0.8881370748
1230	0.8880355587
1231	0.8879082207
1232	0.8877969032
1233	0.8875347529
1234	0.8874337276
1235	0.8873007601
1236	0.887158356
1237	0.8869704538
1238	0.8868381401
1239	0.8866532434
1240	0.8864386694
1241	0.8862801874
1242	0.8860350961
1243	0.885820833
1244	0.8856017419
1245	0.8854651578
1246	0.8853294149
1247	0.8851318815
1248	0.8850305869
1249	0.8848211488
1250	0.8846515014
1251	0.8845319361
1252	0.8843279756
1253	0.8841864865
1254	0.884086185
1255	0.883958302
1256	0.8838463662
1257	0.8836942217
1258	0.8834967385
1259	0.8833639427
1260	0.8832638467
1261	0.8831294209
1262	0.8829998314
1263	0.8828635206
1264	0.8827111738
1265	0.882535383
1266	0.8824020278
1267	0.8821009578
1268	0.8819848019
1269	0.8818177656
1270	0.8816070042
1271	0.8814531784
1272	0.8813102018
1273	0.8811847521
1274	0.8810086824
1275	0.8809162176
1276	0.8807579604
1277	0.8806527491
1278	0.8805405908
1279	0.8804825985
1280	0.8803670081
1281	0.8802031127
1282	0.8800180766
1283	0.8798626854
1284	0.8797291717
1285	0.8796167951
1286	0.879460691
1287	0.8793950691
1288	0.8792084109
1289	0.87908045
1290	0.8789254908
1291	0.878742927
1292	0.8785555069
1293	0.878386083
1294	0.8782302059
1295	0.8781121393
1296	0.8779934031
1297	0.8777817359
1298	0.8776084654
1299	0.8774180882
1300	0.8772032184
1301	0.8770453154
1302	0.8768980498
1303	0.8767745584
1304	0.8766036729
1305	0.8764306991
1306	0.8762801755
1307	0.8761294063
1308	0.8759117512
1309	0.8757660119
1310	0.8756054718
1311	0.8754634929
1312	0.8752940934
1313	0.8752212936
1314	0.8750690838
1315	0.8749347929
1316	0.8747891501
1317	0.8746418959
1318	0.8744432489
1319	0.8743300026
1320	0.8742012043
1321	0.8740269994
1322	0.8738682456
1323	0.87366189
1324	0.8734288775
1325	0.8732938411
1326	0.8731675927
1327	0.8729800607
1328	0.8729066425
1329	0.8727827518
1330	0.8725935831
1331	0.8724573267
1332	0.8723365141
1333	0.8721532302
1334	0.8720514385
1335	0.8718387157
1336	0.8717269077
1337	0.8715355088
1338	0.8713166126
1339	0.8712038915
1340	0.8709605469
1341	0.8707417383
1342	0.8705823487
1343	0.8702941854
1344	0.8701951145
1345	0.8700180803
1346	0.8698700949
1347	0.8697270627
1348	0.8696437291
1349	0.8694693278
1350	0.8693758108
1351	0.8692741485
1352	0.8691412712
1353	0.8689449087
1354	0.868843143
1355	0.8685286691
1356	0.868418637
1357	0.8681593587
1358	0.8679362442
1359	0.8678296783
1360	0.8677119246
1361	0.8676617377
1362	0.8674505567
1363	0.8671916871
1364	0.867080411
1365	0.8669979482
1366	0.8668036511
1367	0.8666660425
1368	0.8665249993
1369	0.8663881282
1370	0.8662081026
1371	0.8660649657
1372	0.8659431064
1373	0.8656882458
1374	0.8655587294
1375	0.8654212361
1376	0.8652275636
1377	0.8650635569
1378	0.8649082382
1379	0.8647730869
1380	0.8646389329
1381	0.8645131401
1382	0.8644137599
1383	0.8641928873
1384	0.8640518054
1385	0.8639782603
1386	0.8638430687
1387	0.8637196625
1388	0.8634918868
1389	0.8632752422
1390	0.8631439577
1391	0.8629642692
1392	0.8627879085
1393	0.8626042709
1394	0.8625597072
1395	0.8624305248
1396	0.8623383985
1397	0.8622376021
1398	0.8621319948
1399	0.8618737307
1400	0.8616869994
1401	0.8614479666
1402	0.861376188
1403	0.8612292265
1404	0.861108976
1405	0.8609040057
1406	0.8607876442
1407	0.8606390823
1408	0.8605280928
1409	0.8603820974
1410	0.8600768003
1411	0.8599166128
1412	0.8598027702
1413	0.8596386127
1414	0.8594912563
1415	0.8593022953
1416	0.8592207122
1417	0.8590232817
1418	0.8589450761
1419	0.8587752009
1420	0.8586334162
1421	0.8584249264
1422	0.8583043064
1423	0.8582075126
1424	0.8580422482
1425	0.8579365842
1426	0.8577580595
1427	0.8576449884
1428	0.8575096981
1429	0.8573294989
1430	0.8571318131
1431	0.8570096498
1432	0.856836935
1433	0.8566945872
1434	0.8565368909
1435	0.8563301792
1436	0.8561877447
1437	0.8560482369
1438	0.8559220873
1439	0.8558649599
1440	0.8557970413
1441	0.8556867233
1442	0.8555898002
1443	0.8555037602
1444	0.8554037179
1445	0.8553852831
1446	0.8552005187
1447	0.8551689981
1448	0.8550254667
1449	0.8548515426
1450	0.8545671099
1451	0.8544121554
1452	0.8541508972
1453	0.8539861478
1454	0.8538855633
1455	0.8537209045
1456	0.8535224963
1457	0.8532307888
1458	0.8530918075
1459	0.8529913983
1460	0.8528138885
1461	0.8525821229
1462	0.8524435544
1463	0.8523753856
1464	0.8522515069
1465	0.8521091287
1466	0.851897471
1467	0.8517460866
1468	0.8516131066
1469	0.8513092563
1470	0.8510865184
1471	0.8509725501
1472	0.8508379986
1473	0.8507447807
1474	0.8506158777
1475	0.8505295469
1476	0.8504040444
1477	0.8502360803
1478	0.8500536515
1479	0.8498302194
1480	0.8497216409
1481	0.8495531335
1482	0.8493576506
1483	0.8492402721
1484	0.8490938995
1485	0.8489777355
1486	0.8488622787
1487	0.8486288386
1488	0.8485704214
1489	0.8484259169
1490	0.8483262399
1491	0.8481974911
1492	0.8479491498
1493	0.8477653341
1494	0.8474812669
1495	0.8472572727
1496	0.8471577426
1497	0.8470700936
1498	0.8470172563
1499	0.8468430097
1500	0.8466734754
1501	0.8465605705
1502	0.8463732881
1503	0.8462291166
1504	0.8461886499
1505	0.8461264703
1506	0.8460247342
1507	0.8459063137
1508	0.8456935829
1509	0.8454667638
1510	0.8451976785
1511	0.8450626999
1512	0.8449712926
1513	0.8448601381
1514	0.8447236271
1515	0.8445713304
1516	0.8445318835
1517	0.8444100807
1518	0.8442795814
1519	0.8441750168
1520	0.8440812618
1521	0.8440254346
1522	0.8438302645
1523	0.8437496529
1524	0.8435740625
1525	0.8434642408
1526	0.8432799277
1527	0.8431559699
1528	0.8428657783
1529	0.8427146521
1530	0.8425806933
1531	0.8424045808
1532	0.8422781916
1533	0.8420911109
1534	0.8419964638
1535	0.8418861103
1536	0.841669585
1537	0.8414773879
1538	0.8413333619
1539	0.8412181041
1540	0.8411627012
1541	0.8409878612
1542	0.8408926245
1543	0.8407913608
1544	0.8407208451
1545	0.8404870215
1546	0.8403027767
1547	0.8401937547
1548	0.840034168
1549	0.8399366119
1550	0.8398261236
1551	0.8397751754
1552	0.8395726075
1553	0.8394364796
1554	0.839311958
1555	0.8391692241
1556	0.8389732701
1557	0.8389280975
1558	0.8387374768
1559	0.8386408388
1560	0.8384915687
1561	0.8383056332
1562	0.8381619716
1563	0.8379653227
1564	0.837834742
1565	0.837708251
1566	0.8375472397
1567	0.8374110925
1568	0.8372127497
1569	0.8370105854
1570	0.8368989494
1571	0.8368111949
1572	0.8367432066
1573	0.8365808505
1574	0.8364687596
1575	0.8363249862
1576	0.8361839576
1577	0.8360455041
